Title,Date
"The Great Hack: Cambridge Analytica-skandalen","25/07/2019"
"Stranger Things: Stranger Things 3: Kap. 8: Slaget ved Starcourt","17/07/2019"
"Stranger Things: Stranger Things 3: Kap. 7: Et bid","17/07/2019"
"Frie tøjler: Sæson 3: Udtagelsesprøven","16/07/2019"
"Frie tøjler: Sæson 3: Ponysafari","16/07/2019"
"Frie tøjler: Sæson 3: Føltid","16/07/2019"
"Frie tøjler: Sæson 3: Teselskabet","16/07/2019"
"Frie tøjler: Sæson 3: Ariel","16/07/2019"
"Frie tøjler: Sæson 3: Jaget","15/07/2019"
"Frie tøjler: Sæson 3: Vildheste","15/07/2019"
"Lucifer: Sæson 1: Et Tu, Doctor?","15/07/2019"
"Lucifer: Sæson 1: Wingman","15/07/2019"
"Lucifer: Sæson 1: Favorite Son","15/07/2019"
"Stranger Things: Stranger Things 3: Kap. 6: E Pluribus Unum","07/07/2019"
"Stranger Things: Stranger Things 3: Kap. 5: Mind-flayers hær","06/07/2019"
"Stranger Things: Stranger Things 3: Kap. 4: Saunatesten","05/07/2019"
"Stranger Things: Stranger Things 3: Kap. 3: Sagen om den forsvundne livredder","05/07/2019"
"Stranger Things: Stranger Things 3: Kap. 2: Centerrotterne","05/07/2019"
"Stranger Things: Stranger Things 3: Kap. 1: Suzie, kan du høre mig?","05/07/2019"
"Lizzie McGuire - Super Popstar","04/07/2019"
"Merlin: Sæson 1: The Dragon's Call","04/07/2019"
"Ringenes Herre: De to tårne","04/07/2019"
"Black Panther","03/07/2019"
"Klassefesten","03/07/2019"
"Forældrefælden","03/07/2019"
"Lucifer: Sæson 1: Sweet Kicks","30/06/2019"
"Lucifer: Sæson 1: Manly Whatnots","29/06/2019"
"Lucifer: Sæson 1: The Would-Be Prince of Darkness","29/06/2019"
"Lucifer: Sæson 1: Lucifer, Stay. Good Devil.","29/06/2019"
"Lucifer: Sæson 1: Pilotepisode","29/06/2019"
"Always Be My Maybe","26/06/2019"
"Fullmetal Alchemist: Sæson 1: Those Who Challenge the Sun","26/06/2019"
"Ringenes Herre: Eventyret om ringen","15/06/2019"
"The Assassination of Gianni Versace: Sæson 1: A Random Killing","13/06/2019"
"Gossip Girl: Sæson 6: New York, I Love You, XOXO","12/06/2019"
"Gossip Girl: Sæson 6: The Revengers","12/06/2019"
"Gossip Girl: Sæson 6: It's Really Complicated","11/06/2019"
"Gossip Girl: Sæson 6: Save the Last Chance","11/06/2019"
"Gossip Girl: Sæson 6: Where the Vile Things Are","10/06/2019"
"Gossip Girl: Sæson 6: Monstrous Ball","10/06/2019"
"Gossip Girl: Sæson 6: Portrait of a Lady Alexander","10/06/2019"
"Gossip Girl: Sæson 6: Dirty Rotten Scandals","10/06/2019"
"Gossip Girl: Sæson 6: High Infidelity","10/06/2019"
"Gossip Girl: Sæson 6: Gone Maybe Gone","10/06/2019"
"I Am Mother","09/06/2019"
"Jack Ryan: Shadow Recruit","08/06/2019"
"Now You See Me","08/06/2019"
"Gossip Girl: Sæson 5: The Return of the Ring","07/06/2019"
"Gossip Girl: Sæson 5: The Fugitives","06/06/2019"
"Agent Catwalk","28/05/2019"
"Gossip Girl: Sæson 5: Raiders of the Lost Art","28/05/2019"
"Gossip Girl: Sæson 5: Despicable B","28/05/2019"
"Gossip Girl: Sæson 5: Salon of the Dead","27/05/2019"
"Gossip Girl: Sæson 5: It Girl, Interrupted","26/05/2019"
"Riverdale: Sæson 3: Kapitel 57: Survive the Night","17/05/2019"
"Gossip Girl: Sæson 5: Con Heir","14/05/2019"
"Gossip Girl: Sæson 5: The Princess Dowry","13/05/2019"
"Gossip Girl: Sæson 5: Cross Rhodes","13/05/2019"
"Gossip Girl: Sæson 5: Crazy, Cupid, Love","13/05/2019"
"Gossip Girl: Sæson 5: The Backup Dan","13/05/2019"
"Gossip Girl: Sæson 5: G.G","13/05/2019"
"Gossip Girl: Sæson 5: Father and the Bride","12/05/2019"
"Gossip Girl: Sæson 5: The End of the Affair?","12/05/2019"
"Gossip Girl: Sæson 5: Riding in Town Cars With Boys","12/05/2019"
"Gossip Girl: Sæson 5: Rhodes to Perdition","12/05/2019"
"The Society: Sæson 1: What Happened","12/05/2019"
"Gossip Girl: Sæson 5: All the Pretty Sources","12/05/2019"
"Riverdale: Sæson 3: Kapitel 56: The Dark Secret of Harvest House","09/05/2019"
"The Assassination of Gianni Versace: Sæson 1: Manhunt","07/05/2019"
"The Assassination of Gianni Versace: Sæson 1: The Man Who Would Be Vogue","07/05/2019"
"Special: Sæson 1: Kapitel 1: Cerebral LOLzy","07/05/2019"
"Gossip Girl: Sæson 5: The Big Sleep No More","07/05/2019"
"Gossip Girl: Sæson 5: I Am Number Nine","07/05/2019"
"Gossip Girl: Sæson 5: The Fasting and the Furious","06/05/2019"
"She-Ra og de mægtige prinsesser: Sæson 2: Gensyn","05/05/2019"
"She-Ra og de mægtige prinsesser: Sæson 2: Lysspinner","05/05/2019"
"She-Ra og de mægtige prinsesser: Sæson 2: Sneblindhed","05/05/2019"
"She-Ra og de mægtige prinsesser: Sæson 2: Skiftende planer","05/05/2019"
"Riverdale: Sæson 3: Kapitel 55: Prom Night","05/05/2019"
"She-Ra og de mægtige prinsesser: Sæson 2: Signaler","04/05/2019"
"She-Ra og de mægtige prinsesser: Sæson 2: Bånd, der binder","04/05/2019"
"She-Ra og de mægtige prinsesser: Sæson 2: Den frosne skov","04/05/2019"
"The Hunger Games","02/05/2019"
"Bonding: Sæson 1: Old Friends, New Names","01/05/2019"
"Dig mod naturen: Sæson 1: Operation jungleredning – del 1","29/04/2019"
"Grimm: Sæson 1: Danse Macabre","29/04/2019"
"Grimm: Sæson 1: Lonely Hearts","29/04/2019"
"Grimm: Sæson 1: Beeware","29/04/2019"
"Riverdale: Sæson 3: Kapitel 54: Fear the Reaper","25/04/2019"
"Gossip Girl: Sæson 5: Memoirs of an Invisible Dan","23/04/2019"
"HOMECOMING: A film by Beyoncé","23/04/2019"
"Gossip Girl: Sæson 5: The Jewel of Denial","23/04/2019"
"Our Planet: Sæson 1: Én planet","23/04/2019"
"Gossip Girl: Sæson 5: Beauty and the Feast","22/04/2019"
"Grimm: Sæson 1: Bears Will Be Bears","22/04/2019"
"Grimm: Sæson 1: Pilotepisode","22/04/2019"
"The Duplex","22/04/2019"
"Gossip Girl: Sæson 5: Yes, Then Zero","22/04/2019"
"Riverdale: Sæson 3: Kapitel 53: Jawbreaker","22/04/2019"
"Chilling Adventures of Sabrina: Del 2: Kapitel 20: The Mephisto Waltz","21/04/2019"
"Chilling Adventures of Sabrina: Del 2: Kapitel 19: The Mandrake","21/04/2019"
"Barbie Life in the Dreamhouse: Sæson 1: Poolfest / Fanget i huset","14/04/2019"
"Minecraft: Story Mode: Sæson 1: Stenens orden","14/04/2019"
"De fantastiske fehoveder: Sæson 1: Et voksende problem / Et farligt spil","14/04/2019"
"Gossip Girl: Sæson 4: The Wrong Goodbye","14/04/2019"
"Chilling Adventures of Sabrina: Del 2: Kapitel 18: The Miracles of Sabrina Spellman","11/04/2019"
"Chilling Adventures of Sabrina: Del 2: Kapitel 17: The Missionaries","11/04/2019"
"Brooklyn Nine-Nine: Sæson 4: Crime & Punishment","11/04/2019"
"Brooklyn Nine-Nine: Sæson 4: The Bank Job","11/04/2019"
"Brooklyn Nine-Nine: Sæson 4: The Slaughterhouse","11/04/2019"
"Brooklyn Nine-Nine: Sæson 4: Your Honor","11/04/2019"
"Brooklyn Nine-Nine: Sæson 4: Chasing Amy","11/04/2019"
"Gossip Girl: Sæson 4: Shattered Bass","10/04/2019"
"Brooklyn Nine-Nine: Sæson 4: Cop-Con","09/04/2019"
"Brooklyn Nine-Nine: Sæson 4: Moo Moo","09/04/2019"
"Brooklyn Nine-Nine: Sæson 4: The Last Ride","09/04/2019"
"Brooklyn Nine-Nine: Sæson 4: Serve & Protect","09/04/2019"
"Brooklyn Nine-Nine: Sæson 4: The Audit","09/04/2019"
"Brooklyn Nine-Nine: Sæson 4: The Fugitive – del 2","09/04/2019"
"Gossip Girl: Sæson 4: The Princesses and the Frog","09/04/2019"
"Gossip Girl: Sæson 4: Petty in Pink","08/04/2019"
"Gossip Girl: Sæson 4: The Kids Stay in the Picture","08/04/2019"
"Gossip Girl: Sæson 4: Empire of the Son","07/04/2019"
"Gossip Girl: Sæson 4: While You Weren't Sleeping","07/04/2019"
"Gossip Girl: Sæson 4: It-Girl Happened One Night","07/04/2019"
"Chilling Adventures of Sabrina: Del 2: Kapitel 16: Blackwood","07/04/2019"
"Chilling Adventures of Sabrina: Del 2: Kapitel 15: Doctor Cerberus's House of Horror","07/04/2019"
"Chilling Adventures of Sabrina: Del 2: Kapitel 14: Lupercalia","07/04/2019"
"Chilling Adventures of Sabrina: Del 2: Kapitel 13: The Passion of Sabrina Spellman","07/04/2019"
"Gossip Girl: Sæson 4: Panic Roommate","07/04/2019"
"Gossip Girl: Sæson 4: Damien Darko","07/04/2019"
"Gossip Girl: Sæson 4: The Kids Are Not All Right","06/04/2019"
"Gossip Girl: Sæson 4: The Townie","06/04/2019"
"Chilling Adventures of Sabrina: Del 2: Kapitel 12: The Epiphany","06/04/2019"
"Chilling Adventures of Sabrina: Del 1: Kapitel 11: A Midwinter's Tale","06/04/2019"
"Chilling Adventures of Sabrina: Del 1: Kapitel 7: Feast of Feasts","06/04/2019"
"Brooklyn Nine-Nine: Sæson 4: The Fugitive – del 1","05/04/2019"
"Gossip Girl: Sæson 4: Gaslit","04/04/2019"
"Gossip Girl: Sæson 4: The Witches of Bushwick","04/04/2019"
"Gossip Girl: Sæson 4: Juliet Doesn't Live Here Anymore","03/04/2019"
"Gossip Girl: Sæson 4: War at the Roses","03/04/2019"
"Gossip Girl: Sæson 4: Easy J","03/04/2019"
"Gossip Girl: Sæson 4: Goodbye, Columbia","03/04/2019"
"Gossip Girl: Sæson 4: Touch of Eva","02/04/2019"
"Gossip Girl: Sæson 4: The Undergraduates","02/04/2019"
"Gossip Girl: Sæson 4: Double Identity","02/04/2019"
"Gossip Girl: Sæson 4: Belles de Jour","02/04/2019"
"Riverdale: Sæson 3: Kapitel 52: The Raid","02/04/2019"
"Barbie af Svanesøen","31/03/2019"
"Brooklyn Nine-Nine: Sæson 4: Captain Latvia","31/03/2019"
"Brooklyn Nine-Nine: Sæson 4: The Overmining","31/03/2019"
"Brooklyn Nine-Nine: Sæson 4: Skyfire Cycle","31/03/2019"
"Castlevania: Sæson 1: Necropolis","31/03/2019"
"Castlevania: Sæson 1: Witchbottle","31/03/2019"
"Brooklyn Nine-Nine: Sæson 4: Mr. Santiago","31/03/2019"
"Brooklyn Nine-Nine: Sæson 4: Monster in the Closet","31/03/2019"
"Brooklyn Nine-Nine: Sæson 4: Halloween IV","31/03/2019"
"Brooklyn Nine-Nine: Sæson 4: The Night Shift","31/03/2019"
"Brooklyn Nine-Nine: Sæson 4: Coral Palms – del 3","31/03/2019"
"Brooklyn Nine-Nine: Sæson 4: Coral Palms – del 2","31/03/2019"
"Trailer Park Boys: The Animated Series: Sæson 1: Long Story Short… A Bear Ripped My C**k Off and Ate It","31/03/2019"
"Brooklyn Nine-Nine: Sæson 4: Coral Palms – del 1","31/03/2019"
"Brooklyn Nine-Nine: Sæson 3: Greg and Larry","31/03/2019"
"Brooklyn Nine-Nine: Sæson 3: The Bureau","30/03/2019"
"Pitch Perfect","30/03/2019"
"Brooklyn Nine-Nine: Sæson 3: Maximum Security","29/03/2019"
"Brooklyn Nine-Nine: Sæson 3: Paranoia","29/03/2019"
"Brooklyn Nine-Nine: Sæson 3: Terry Kitties","29/03/2019"
"Brooklyn Nine-Nine: Sæson 3: Cheddar","29/03/2019"
"Love, Death & Robots: Bind 1: SUITS","28/03/2019"
"Love, Death & Robots: Bind 1: THE WITNESS","28/03/2019"
"Love, Death & Robots: Bind 1: THREE ROBOTS","28/03/2019"
"Titans: Sæson 1: Hank and	Dawn","26/03/2019"
"Titans: Sæson 1: Donna Troy","26/03/2019"
"Love, Death & Robots: Bind 1: SONNIE'S EDGE","26/03/2019"
"The Order: Sæson 1: Finals – del 2","25/03/2019"
"The Order: Sæson 1: Finals – del 1","25/03/2019"
"The Order: Sæson 1: Undeclared – del 2","23/03/2019"
"Riverdale: Sæson 3: Kapitel 51: Big Fun","23/03/2019"
"Brooklyn Nine-Nine: Sæson 3: Adrian Pimento","21/03/2019"
"Brooklyn Nine-Nine: Sæson 3: House Mouses","21/03/2019"
"The Order: Sæson 1: Undeclared – del 1","20/03/2019"
"Riverdale: Sæson 3: Kapitel 50: American Dreams","20/03/2019"
"The Order: Sæson 1: Homecoming – del 2","19/03/2019"
"The Order: Sæson 1: Homecoming – del 1","18/03/2019"
"The Order: Sæson 1: Introduction to Ethics – del 2","15/03/2019"
"The Order: Sæson 1: Introduction to Ethics – del 1","15/03/2019"
"The Order: Sæson 1: Hell Week – del 2","13/03/2019"
"The Order: Sæson 1: Hell Week – del 1","13/03/2019"
"Brooklyn Nine-Nine: Sæson 3: The 9-8","13/03/2019"
"Brooklyn Nine-Nine: Sæson 3: Karen Peralta","13/03/2019"
"Brooklyn Nine-Nine: Sæson 3: The Cruise","13/03/2019"
"Chilling Adventures of Sabrina: Del 1: Kapitel 6: An Exorcism in Greendale","12/03/2019"
"Riverdale: Sæson 3: Kapitel 49: Fire Walk With Me","11/03/2019"
"Riverdale: Sæson 3: Kapitel 48: Requiem for a Welterweight","10/03/2019"
"Chilling Adventures of Sabrina: Del 1: Kapitel 5: Dreams in a Witch House","07/03/2019"
"Brooklyn Nine-Nine: Sæson 3: 9 Days","06/03/2019"
"Brooklyn Nine-Nine: Sæson 3: Hostage Situation","06/03/2019"
"The Umbrella Academy: Sæson 1: The White Violin","05/03/2019"
"The Umbrella Academy: Sæson 1: Changes","04/03/2019"
"The Umbrella Academy: Sæson 1: I Heard a Rumor","04/03/2019"
"The Umbrella Academy: Sæson 1: The Day That Was","04/03/2019"
"The Umbrella Academy: Sæson 1: The Day That Wasn't","03/03/2019"
"The Umbrella Academy: Sæson 1: Number Five","01/03/2019"
"The Umbrella Academy: Sæson 1: Man on the Moon","28/02/2019"
"The Umbrella Academy: Sæson 1: Extra Ordinary","28/02/2019"
"The Umbrella Academy: Sæson 1: Run Boy Run","28/02/2019"
"Chilling Adventures of Sabrina: Del 1: Kapitel 4: Witch Academy","22/02/2019"
"Chilling Adventures of Sabrina: Del 1: Kapitel 3: The Trial of Sabrina Spellman","18/02/2019"
"Chilling Adventures of Sabrina: Del 1: Kapitel 2: The Dark Baptism","18/02/2019"
"Chilling Adventures of Sabrina: Del 1: Kapitel 1: October Country","18/02/2019"
"The Umbrella Academy: Sæson 1: We Only See Each Other at Weddings and Funerals","17/02/2019"
"Drageprinsen: Sæson 2: En titans hjerte","16/02/2019"
"Drageprinsen: Sæson 2: Forseglingen brydes","16/02/2019"
"Drageprinsen: Sæson 2: Halvmåneløgne","16/02/2019"
"Drageprinsen: Sæson 2: En hemmelighed og en gnist","16/02/2019"
"Brooklyn Nine-Nine: Sæson 3: Yippie Kayak","16/02/2019"
"Brooklyn Nine-Nine: Sæson 3: The Swedes","16/02/2019"
"Brooklyn Nine-Nine: Sæson 3: Ava","16/02/2019"
"Brooklyn Nine-Nine: Sæson 3: The Mattress","16/02/2019"
"Brooklyn Nine-Nine: Sæson 3: Into the Woods","16/02/2019"
"Én gang en heks ...: Sæson 1: Ritualet","13/02/2019"
"Titans: Sæson 1: The Asylum","12/02/2019"
"Final Space: Sæson 1: Kapitel fem","10/02/2019"
"Final Space: Sæson 1: Kapitel fire","10/02/2019"
"Final Space: Sæson 1: Kapitel tre","10/02/2019"
"Final Space: Sæson 1: Kapitel to","10/02/2019"
"Final Space: Sæson 1: Kapitel et","09/02/2019"
"Brooklyn Nine-Nine: Sæson 3: Halloween Part III","08/02/2019"
"Brooklyn Nine-Nine: Sæson 3: The Oolong Slayer","08/02/2019"
"Brooklyn Nine-Nine: Sæson 3: Boyle's Hunch","08/02/2019"
"RuPaul's Drag Race: Sæson 6: Drag Queens of Comedy","08/02/2019"
"Brooklyn Nine-Nine: Sæson 3: The Funeral","08/02/2019"
"Brooklyn Nine-Nine: Sæson 3: New Captain","08/02/2019"
"Riverdale: Sæson 3: Kapitel 47: Bizarrodale","07/02/2019"
"RuPaul's Drag Race: Sæson 6: Glamazon by Colorevolution","06/02/2019"
"RuPaul's Drag Race: Sæson 6: Oh No She Betta Don't!","06/02/2019"
"Én gang en heks ...: Sæson 1: Festivalen i Candela","04/02/2019"
"Én gang en heks ...: Sæson 1: Stjålen skygge, mistet hukommelse","04/02/2019"
"Én gang en heks ...: Sæson 1: Ouija","04/02/2019"
"FYRE: The Greatest Party That Never Happened","03/02/2019"
"Dear Ex","03/02/2019"
"Én gang en heks ...: Sæson 1: En heks på uni","03/02/2019"
"Én gang en heks ...: Sæson 1: En tidsrejse","03/02/2019"
"Frie tøjler: Valentinsdag","03/02/2019"
"Biler 3","03/02/2019"
"The Blacklist: Sæson 1: Pilotepisode","03/02/2019"
"Frie tøjler: Julesangen","01/02/2019"
"Frie tøjler: Sæson 1: Raven","01/02/2019"
"Conversations with a Killer: The Ted Bundy Tapes: Miniserie: Burn Bundy Burn","01/02/2019"
"Conversations with a Killer: The Ted Bundy Tapes: Miniserie: Not My Turn to Watch Him","01/02/2019"
"Conversations with a Killer: The Ted Bundy Tapes: Miniserie: One of Us","01/02/2019"
"Conversations with a Killer: The Ted Bundy Tapes: Miniserie: Handsome Devil","01/02/2019"
"Sex Education: Sæson 1: Episode 8","01/02/2019"
"Sex Education: Sæson 1: Episode 7","01/02/2019"
"Sex Education: Sæson 1: Episode 6","01/02/2019"
"Sex Education: Sæson 1: Episode 5","31/01/2019"
"Sex Education: Sæson 1: Episode 4","31/01/2019"
"Sex Education: Sæson 1: Episode 3","31/01/2019"
"Sex Education: Sæson 1: Episode 2","31/01/2019"
"Sex Education: Sæson 1: Episode 1","31/01/2019"
"Riverdale: Sæson 3: Kapitel 46: The Red Dahlia","31/01/2019"
"Titans: Sæson 1: Jason Todd","31/01/2019"
"Titans: Sæson 1: Together","29/01/2019"
"Titans: Sæson 1: Doom Patrol","29/01/2019"
"Titans: Sæson 1: Origins","29/01/2019"
"Brooklyn Nine-Nine: Sæson 2: Johnny and Dora","29/01/2019"
"Brooklyn Nine-Nine: Sæson 2: The Chopper","29/01/2019"
"Brooklyn Nine-Nine: Sæson 2: Det. Dave Majors","29/01/2019"
"Brooklyn Nine-Nine: Sæson 2: AC/DC","29/01/2019"
"Brooklyn Nine-Nine: Sæson 2: Sabotage","29/01/2019"
"Titans: Sæson 1: Hawk and Dove","27/01/2019"
"Coraline","25/01/2019"
"Riverdale: Sæson 3: Kapitel 45: The Stranger","25/01/2019"
"Titans: Sæson 1: Titans","24/01/2019"
"Carmen Sandiego: Sæson 1: Den franske forbindelse-affæren","22/01/2019"
"Carmen Sandiego: Sæson 1: Lykkekat-affæren","22/01/2019"
"Carmen Sandiego: Sæson 1: Origami-affæren","22/01/2019"
"Carmen Sandiego: Sæson 1: Bush-opera-affæren","22/01/2019"
"Carmen Sandiego: Sæson 1: Hertugen af Vermeer-affæren","22/01/2019"
"Carmen Sandiego: Sæson 1: Dublonjagt-affæren","22/01/2019"
"Carmen Sandiego: Sæson 1: Klisterrisaffæren","22/01/2019"
"Carmen Sandiego: Sæson 1: Carmen Sandiegos tilblivelse – del 2","22/01/2019"
"Carmen Sandiego: Sæson 1: Carmen Sandiegos tilblivelse – del 1","22/01/2019"
"Brooklyn Nine-Nine: Sæson 2: Captain Peralta","18/01/2019"
"Brooklyn Nine-Nine: Sæson 2: Boyle-Linetti Wedding","18/01/2019"
"Brooklyn Nine-Nine: Sæson 2: The Wednesday Incident","18/01/2019"
"Brooklyn Nine-Nine: Sæson 2: Windbreaker City","18/01/2019"
"Brooklyn Nine-Nine: Sæson 2: The Defense Rests","18/01/2019"
"Brooklyn Nine-Nine: Sæson 2: Payback","18/01/2019"
"Riverdale: Sæson 3: Kapitel 44: No Exit","18/01/2019"
"Brooklyn Nine-Nine: Sæson 2: Beach House","17/01/2019"
"Brooklyn Nine-Nine: Sæson 2: Stakeout","17/01/2019"
"Queer Eye: Sæson 2: The Handyman Can","11/01/2019"
"RuPaul's Drag Race: Sæson 6: Snatch Game","10/01/2019"
"GODZILLA The Planet Eater","10/01/2019"
"RuPaul's Drag Race: Sæson 6: Shade: The Rusical","03/01/2019"
"RuPaul's Drag Race: Sæson 6: Scream Queens","03/01/2019"
"Tarzan og Jane: Sæson 1: En helt bliver født","03/01/2019"
"Horseland: Sæson 2: Hemmeligheden","03/01/2019"
"Spirit – rider frit: Sæson 7: Lucky og løsepengene","03/01/2019"
"The Package","03/01/2019"
"Hurricane Bianca: From Russia With Hate","03/01/2019"
"Gurli Gris: Sæson 2: Bobler / Emilie Elefant / Polly Papegøje / Teddy bliver væk","03/01/2019"
"Black Mirror: Bandersnatch","03/01/2019"
"The Disastrous Life of Saiki K.: Sæson 1: Episode 1","03/01/2019"
"Rita: Sæson 1: Læreren","03/01/2019"
"Rita: Sæson 1: Idealisten","02/01/2019"
"RuPaul's Drag Race: Sæson 6: RuPaul's Big Opening: Del 2","01/01/2019"
"RuPaul's Drag Race: Sæson 6: RuPaul's Big Opening: Del 1","01/01/2019"
"RuPaul’s Drag Race: All Stars: Sæson 4: All Star-Spangled Variety Show","01/01/2019"
"The Christmas Chronicles","01/01/2019"
"Next Gen","01/01/2019"
"Sick Note: Sæson 1: Playing Ball","31/12/2018"
"Sick Note: Sæson 1: Queen of Hearts","31/12/2018"
"Voltron – den legendariske beskytter: Sæson 8: Enden er begyndelsen","27/12/2018"
"Voltron – den legendariske beskytter: Sæson 8: Zenith","27/12/2018"
"Voltron – den legendariske beskytter: Sæson 8: Ukendte regioner","27/12/2018"
"Norsemen: Sæson 1: The Funeral","26/12/2018"
"Norsemen: Sæson 1: The Escape","26/12/2018"
"Norsemen: Sæson 1: The Homecoming","26/12/2018"
"Baywatch","25/12/2018"
"Voltron – den legendariske beskytter: Sæson 8: Lysets riddere – del 2","19/12/2018"
"Voltron – den legendariske beskytter: Sæson 8: Lysets riddere – del 1","19/12/2018"
"Riverdale: Sæson 3: Kapitel 43: Outbreak","19/12/2018"
"Dirk Gentlys holistiske detektivbureau: Sæson 1: Fundet","16/12/2018"
"Voltron – den legendariske beskytter: Sæson 8: Klardag","16/12/2018"
"Voltron – den legendariske beskytter: Sæson 8: Den 47. dag","16/12/2018"
"Voltron – den legendariske beskytter: Sæson 8: Genesis","15/12/2018"
"Voltron – den legendariske beskytter: Sæson 8: Nag","15/12/2018"
"Voltron – den legendariske beskytter: Sæson 8: Kampskader","15/12/2018"
"Voltron – den legendariske beskytter: Sæson 8: Fangens dilemma","14/12/2018"
"Voltron – den legendariske beskytter: Sæson 8: Skygger","14/12/2018"
"Voltron – den legendariske beskytter: Sæson 8: Opsendelsesdato","14/12/2018"
"Orange Is the New Black: Sæson 5: Pissters!","14/12/2018"
"Orange Is the New Black: Sæson 5: F*ck, Marry, Frieda","14/12/2018"
"Orange Is the New Black: Sæson 5: Riot FOMO","14/12/2018"
"Orange Is the New Black: Sæson 1: The Chickening","14/12/2018"
"Please Like Me: Sæson 1: Portuguese Custard Tarts","14/12/2018"
"Carol","14/12/2018"
"Bee Movie: Det store honningkomplot","14/12/2018"
"Captain America:  The Winter Soldier","14/12/2018"
"Shrek 2","14/12/2018"
"RuPaul's Drag Race: Sæson 8: Bitch Perfect","14/12/2018"
"Dirk Gentlys holistiske detektivbureau: Sæson 1: Horisonter","13/12/2018"
"Voltron – den legendariske beskytter: Sæson 1: Voltrons begyndelse","13/12/2018"
"Brooklyn Nine-Nine: Sæson 2: The Pontiac Bandit Returns","09/12/2018"
"Brooklyn Nine-Nine: Sæson 2: The Road Trip","09/12/2018"
"Brooklyn Nine-Nine: Sæson 2: USPIS","09/12/2018"
"Brooklyn Nine-Nine: Sæson 2: Lockdown","09/12/2018"
"Brooklyn Nine-Nine: Sæson 2: Jake and Sophia","09/12/2018"
"Brooklyn Nine-Nine: Sæson 2: The Mole","09/12/2018"
"Brooklyn Nine-Nine: Sæson 2: Halloween II","07/12/2018"
"Riverdale: Sæson 3: Kapitel 42: The Man in Black","06/12/2018"
"Riverdale: Sæson 3: Kapitel 41: Manhunter","29/11/2018"
"Prinsessen og dobbeltgængeren","28/11/2018"
"BoJack Horseman: Sæson 1: Our A-Story Is a 'D' Story","28/11/2018"
"BoJack Horseman: Sæson 1: Live Fast, Diane Nguyen","28/11/2018"
"She-Ra og de mægtige prinsesser: Sæson 1: Slaget ved Fuldmåneslottet","28/11/2018"
"She-Ra og de mægtige prinsesser: Sæson 1: Lysets håb","27/11/2018"
"She-Ra og de mægtige prinsesser: Sæson 1: Løftet","27/11/2018"
"De Eventyrlige Vogtere","27/11/2018"
"Brooklyn Nine-Nine: Sæson 2: The Jimmy Jab Games","27/11/2018"
"Brooklyn Nine-Nine: Sæson 2: Chocolate Milk","27/11/2018"
"Brooklyn Nine-Nine: Sæson 2: Undercover","27/11/2018"
"Brooklyn Nine-Nine: Sæson 1: Charges and Specs","27/11/2018"
"Brooklyn Nine-Nine: Sæson 1: Unsolvable","27/11/2018"
"She-Ra og de mægtige prinsesser: Sæson 1: Et lys i mørket","25/11/2018"
"She-Ra og de mægtige prinsesser: Sæson 1: Alle prinsesser skal med","25/11/2018"
"She-Ra og de mægtige prinsesser: Sæson 1: Prinsessebal","25/11/2018"
"She-Ra og de mægtige prinsesser: Sæson 1: I Mystacors skygge","22/11/2018"
"She-Ra og de mægtige prinsesser: Sæson 1: Mislykket eksperiment","22/11/2018"
"She-Ra og de mægtige prinsesser: Sæson 1: Havporten","22/11/2018"
"She-Ra og de mægtige prinsesser: Sæson 1: Blomster til She-Ra","22/11/2018"
"She-Ra og de mægtige prinsesser: Sæson 1: Razz","20/11/2018"
"She-Ra og de mægtige prinsesser: Sæson 1: Sværdet – del 2","20/11/2018"
"Disenchantment: Del 1: Faster, Princess! Kill! Kill!","19/11/2018"
"Disenchantment: Del 1: Castle Party Massacre","19/11/2018"
"Disenchantment: Del 1: The Princess of Darkness","19/11/2018"
"Disenchantment: Del 1: For Whom the Pig Oinks","19/11/2018"
"Riverdale: Sæson 3: Kapitel 40: The Great Escape","18/11/2018"
"Malevolent","17/11/2018"
"Shrek","16/11/2018"
"Spirit: Hingsten fra Cimarron","16/11/2018"
"The Good Place: Sæson 1: Michael's Gambit","16/11/2018"
"The Good Place: Sæson 1: Mindy St. Claire","16/11/2018"
"The Good Place: Sæson 1: What's My Motivation","16/11/2018"
"The Good Place: Sæson 1: Chidi's Choice","16/11/2018"
"The Good Place: Sæson 1: ...Someone Like Me as a Member","16/11/2018"
"BoJack Horseman: Sæson 1: Zoës and Zeldas","14/11/2018"
"BoJack Horseman: Sæson 1: Prickly-Muffin","14/11/2018"
"Touch: Sæson 1: Kite Strings","14/11/2018"
"BoJack Horseman: Sæson 1: BoJack Hates the Troops","13/11/2018"
"BoJack Horseman: Sæson 1: BoJack Horseman: The BoJack Horseman Story – del 1","13/11/2018"
"Touch: Sæson 1: Safety in Numbers","12/11/2018"
"The Good Place: Sæson 1: Most Improved Player","11/11/2018"
"The Good Place: Sæson 1: The Eternal Shriek","11/11/2018"
"The Good Place: Sæson 1: What We Owe to Each Other","11/11/2018"
"The Good Place: Sæson 1: Category 55 Emergency Doomsday Crisis","11/11/2018"
"The Good Place: Sæson 1: Jason Mendoza","11/11/2018"
"The Good Place: Sæson 1: Tahani Al-Jamil","11/11/2018"
"Sådan træner du din drage","10/11/2018"
"The Good Place: Sæson 1: Flying","10/11/2018"
"The Good Place: Sæson 1: Everything Is Fine","10/11/2018"
"Lego Batman filmen","10/11/2018"
